hangul,consonant,unicode,hanja
조,ㅈ,07967,祧
조,ㅈ,079df,租
조,ㅈ,07a20,稠
조,ㅈ,07a95,窕
조,ㅈ,07ac8,竈
조,ㅈ,07b0a,笊
조,ㅈ,07c97,粗
조,ㅈ,07cd9,糙
조,ㅈ,07cdf,糟
조,ㅈ,07cf6,糶
조,ㅈ,07d44,組
조,ㅈ,07d5b,絛
조,ㅈ,07d69,絩
조,ㅈ,07e70,繰
조,ㅈ,08087,肇
조,ㅈ,080d9,胙
조,ㅈ,081ca,臊
조,ㅈ,0825a,艚
조,ㅈ,08526,蔦
조,ㅈ,085fb,藻
조,ㅈ,086a4,蚤
조,ㅈ,08729,蜩
조,ㅈ,0899c,覜
조,ㅈ,08a54,詔
조,ㅈ,08a82,誂
"조,주",,08abf,調
조,ㅈ,08b5f,譟
조,ㅈ,08d99,趙
조,ㅈ,08e81,躁
조,ㅈ,09020,造
조,ㅈ,0906d,遭
조,ㅈ,09135,鄵
조,ㅈ,091e3,釣
조,ㅈ,0921f,鈟
조,ㅈ,0929a,銚
조,ㅈ,092fd,鋽
조,ㅈ,0963b,阻
조,ㅈ,096d5,雕
조,ㅈ,09bdb,鯛
조,ㅈ,09ce5,鳥
조,ㅈ,09d70,鵰
조,ㅈ,09f02,鼂
조,ㅈ,2012c,𠄬
조,ㅈ,a010f,򠄏
조,ㅈ,a01d8,򠇘
조,ㅈ,f346d,󳑭
족,ㅈ,065cf,族
족,ㅈ,0762f,瘯
족,ㅈ,07c07,簇
족,ㅈ,08db3,足
족,ㅈ,093c3,鏃
존,ㅈ,05b58,存
존,ㅈ,05c0a,尊
존,ㅈ,062f5,拵
졸,ㅈ,05352,卒
졸,ㅈ,062d9,拙
졸,ㅈ,0731d,猝
종,ㅈ,038ed,㣭
종,ㅈ,04f00,伀
종,ㅈ,05027,倧
종,ㅈ,05839,堹
종,ㅈ,05b6e,孮
종,ㅈ,05b97,宗
종,ㅈ,05d4f,嵏
종,ㅈ,05d77,嵷
종,ㅈ,05d78,嵸
종,ㅈ,05f96,徖
종,ㅈ,05f9e,從
종,ㅈ,060b0,悰
종,ㅈ,06152,慒
종,ㅈ,0616b,慫
종,ㅈ,067ca,柊
종,ㅈ,068d5,棕
종,ㅈ,06936,椶
종,ㅈ,06a05,樅
종,ㅈ,06dd9,淙
"종,총",,06f68,潨
종,ㅈ,07082,炂
종,ㅈ,07144,煄
종,ㅈ,0742e,琮
종,ㅈ,0747d,瑽
종,ㅈ,07607,瘇
종,ㅈ,07a2e,種
종,ㅈ,07d42,終
종,ㅈ,07d9c,綜
종,ㅈ,07e31,縱
종,ㅈ,0816b,腫
종,ㅈ,087bd,螽
"종,중",,08908,褈
종,ㅈ,08e2a,踪
종,ㅈ,08e35,踵
종,ㅈ,08e64,蹤
종,ㅈ,0931d,錝
종,ㅈ,0937e,鍾
종,ㅈ,09418,鐘
종,ㅈ,09b37,鬷
좌,ㅈ,04f50,佐
좌,ㅈ,05249,剉
좌,ㅈ,05750,坐
좌,ㅈ,05de6,左
좌,ㅈ,05ea7,座
좌,ㅈ,0632b,挫
좌,ㅈ,075e4,痤
좌,ㅈ,0839d,莝
좌,ㅈ,09afd,髽
죄,ㅈ,07f6a,罪
주,ㅈ,03af6,㫶
주,ㅈ,043bb,䎻
주,ㅈ,046c6,䛆
주,ㅈ,0476c,䝬
주,ㅈ,04e1f,丟
주,ㅈ,04e3b,主
주,ㅈ,04f37,伷
주,ㅈ,04f4f,住
주,ㅈ,04f8f,侏
주,ㅈ,04f9c,侜
주,ㅈ,0505a,做
주,ㅈ,05114,儔
주,ㅈ,05191,冑
주,ㅈ,051d1,凑
주,ㅈ,05468,周
주,ㅈ,0546a,呪
주,ㅈ,054ae,咮
"조,주",,05541,啁
주,ㅈ,055fe,嗾
주,ㅈ,0594f,奏
주,ㅈ,059b5,妵
주,ㅈ,059dd,姝
주,ㅈ,05a64,婤
주,ㅈ,05b99,宙
주,ㅈ,05c0c,尌
주,ㅈ,05dde,州
주,ㅈ,05e6c,幬
주,ㅈ,05eda,廚
주,ㅈ,062c4,拄
주,ㅈ,0665d,晝
주,ㅈ,0666d,晭
주,ㅈ,06731,朱
주,ㅈ,067f1,柱
주,ㅈ,0682a,株
주,ㅈ,06906,椆
주,ㅈ,06971,楱
주,ㅈ,06ce8,注
주,ㅈ,06d00,洀
주,ㅈ,06d32,洲
주,ㅈ,06dcd,淍
주,ㅈ,06f8d,澍
주,ㅈ,070b7,炷
주,ㅈ,071fd,燽
주,ㅈ,073d8,珘
주,ㅈ,073e0,珠
주,ㅈ,07587,疇
주,ㅈ,07697,皗
주,ㅈ,0776d,睭
주,ㅈ,07843,硃
주,ㅈ,07c4c,籌
주,ㅈ,07c52,籒
주,ㅈ,07c99,粙
주,ㅈ,07d02,紂
주,ㅈ,07d2c,紬
주,ㅈ,07d38,紸
주,ㅈ,07d51,絑
주,ㅈ,07da2,綢
주,ㅈ,080c4,胄
"부,주",,080d5,胕
주,ㅈ,08160,腠
주,ㅈ,0821f,舟
주,ㅈ,0851f,蔟
주,ㅈ,086c0,蛀
주,ㅈ,086db,蛛
주,ㅈ,088ef,裯
주,ㅈ,08a3b,註
주,ㅈ,08a4b,詋
"수,주",,08a76,詶
주,ㅈ,08a85,誅
"조,주",,08abf,調
주,ㅈ,08cd9,賙
주,ㅈ,08d70,走
주,ㅈ,08d8e,趎
주,ㅈ,08e8a,躊
주,ㅈ,08f08,輈
주,ㅈ,08f16,輖
주,ㅈ,08f33,輳
주,ㅈ,0900e,逎
주,ㅈ,09031,週
주,ㅈ,09052,遒
주,ㅈ,090be,邾
주,ㅈ,0914e,酎
주,ㅈ,09152,酒
주,ㅈ,09252,鉒
주,ㅈ,09282,銂
주,ㅈ,09444,鑄
주,ㅈ,0970c,霌
주,ㅈ,09714,霔
주,ㅈ,099d0,駐
주,ㅈ,09e88,麈
주,ㅈ,09f04,鼄
주,ㅈ,a023a,򠈺
죽,ㅈ,07af9,竹
죽,ㅈ,07ca5,粥
"예,준",,0472d,䜭
준,ㅈ,047ad,䞭
준,ㅈ,04fca,俊
준,ㅈ,05046,偆
"선,준",,050ce,僎
준,ㅈ,050d4,僔
준,ㅈ,05101,儁
준,ㅈ,051c6,准
준,ㅈ,051d6,凖
준,ㅈ,057c8,埈
준,ㅈ,057fb,埻
준,ㅈ,058ab,墫
준,ㅈ,0590b,夋
준,ㅈ,05bef,寯
준,ㅈ,05cfb,峻
준,ㅈ,05d9f,嶟
준,ㅈ,060f7,惷
준,ㅈ,061cf,懏
준,ㅈ,06358,捘
준,ㅈ,06499,撙
준,ㅈ,06659,晙
준,ㅈ,06a3d,樽
준,ㅈ,06d5a,浚
준,ㅈ,06e96,準
준,ㅈ,06fec,濬
준,ㅈ,0710c,焌
준,ㅈ,0756f,畯
준,ㅈ,076b4,皴
준,ㅈ,07743,睃
준,ㅈ,07a15,稕
준,ㅈ,07ae3,竣
준,ㅈ,07af4,竴
"순,준",,07d14,純
준,ㅈ,07da7,綧
준,ㅈ,07f47,罇
준,ㅈ,08470,葰
준,ㅈ,08822,蠢
준,ㅈ,08cd0,賐
준,ㅈ,08e06,踆
준,ㅈ,08e72,蹲
준,ㅈ,08fff,迿
준,ㅈ,09021,逡
준,ㅈ,09075,遵
준,ㅈ,0940f,鐏
준,ㅈ,09656,陖
준,ㅈ,096bc,隼
"전,준",,096cb,雋
준,ㅈ,09915,餕
준,ㅈ,099ff,駿
준,ㅈ,09c52,鱒
준,ㅈ,09d54,鵔
준,ㅈ,224ed,𢓭
준,ㅈ,28d8a,𨶊
준,ㅈ,a0221,򠈡
줄,ㅈ,04e7c,乼
줄,ㅈ,08301,茁
줄,ㅈ,a01d9,򠇙
중,ㅈ,04e2d,中
중,ㅈ,04ef2,仲
중,ㅈ,0773e,眾
중,ㅈ,07ddf,緟
중,ㅈ,08846,衆
"종,중",,08908,褈
중,ㅈ,091cd,重
즉,ㅈ,05373,即
즉,ㅈ,0537d,卽
즉,ㅈ,0559e,喞
즐,ㅈ,06adb,櫛
즐,ㅈ,09a2d,騭
"즙,집",,0696b,楫
즙,ㅈ,06a9d,檝
즙,ㅈ,06c41,汁
"즙,집",,06fc8,濈
즙,ㅈ,0847a,葺
즙,ㅈ,0857a,蕺
즙,ㅈ,a01da,򠇚
증,ㅈ,0589e,增
증,ㅈ,05d92,嶒
증,ㅈ,0618e,憎
증,ㅈ,062ef,拯
증,ㅈ,066fe,曾
증,ㅈ,070dd,烝
증,ㅈ,07511,甑
증,ㅈ,075c7,症
증,ㅈ,077f0,矰
증,ㅈ,07e52,繒
증,ㅈ,07f7e,罾
증,ㅈ,084b8,蒸
증,ㅈ,08b49,證
증,ㅈ,08d08,贈
증,ㅈ,0912b,鄫
증,ㅈ,a01db,򠇛
지,ㅈ,03a7c,㩼
지,ㅈ,04e4b,之
지,ㅈ,052a7,劧
지,ㅈ,0538e,厎
지,ㅈ,053ea,只
지,ㅈ,05431,吱
지,ㅈ,054ab,咫
지,ㅈ,05730,地
지,ㅈ,05740,址
지,ㅈ,05741,坁
지,ㅈ,0577b,坻
지,ㅈ,05880,墀
"실,지",,05be6,實
지,ㅈ,05fd7,志
"기,지",,05fef,忯
지,ㅈ,0627a,扺
지,ㅈ,06301,持
지,ㅈ,06307,指
지,ㅈ,06418,搘
지,ㅈ,0646f,摯
지,ㅈ,0652f,支
지,ㅈ,065e8,旨
지,ㅈ,0667a,智
지,ㅈ,0676b,杫
지,ㅈ,0679d,枝
지,ㅈ,067b3,枳
지,ㅈ,069b0,榰
지,ㅈ,06b62,止
지,ㅈ,06c60,池
지,ㅈ,06c65,汥
지,ㅈ,06c66,汦
지,ㅈ,06c9a,沚
지,ㅈ,06cdc,泜
지,ㅈ,06d14,洔
지,ㅈ,06f2c,漬
지,ㅈ,06f6a,潪
지,ㅈ,075e3,痣
지,ㅈ,077e5,知
지,ㅈ,07825,砥
"기,지",,07947,祇
지,ㅈ,07949,祉
지,ㅈ,07957,祗
"시,제,지",,07994,禔
지,ㅈ,079d6,秖
지,ㅈ,079ea,秪
지,ㅈ,07bea,篪
지,ㅈ,07d19,紙
지,ㅈ,080a2,肢
지,ㅈ,08102,脂
지,ㅈ,081f3,至
지,ㅈ,081f8,臸
지,ㅈ,08210,舐
지,ㅈ,0829d,芝
지,ㅈ,082b7,芷
지,ㅈ,08718,蜘
지,ㅈ,08879,衹
지,ㅈ,0887c,衼
지,ㅈ,0899f,覟
지,ㅈ,089d7,觗
지,ㅈ,08a8c,誌
"식,지",,08b58,識
지,ㅈ,08d04,贄
지,ㅈ,08dbe,趾
지,ㅈ,08e1f,踟
지,ㅈ,08e93,躓
지,ㅈ,08ef9,軹
지,ㅈ,09072,遲
지,ㅈ,092d5,鋕
지,ㅈ,0962f,阯
지,ㅈ,099b6,馶
지,ㅈ,09ba8,鮨
지,ㅈ,09cf7,鳷
지,ㅈ,09dd9,鷙
지,ㅈ,253b5,𥎵
지,ㅈ,253fe,𥏾
지,ㅈ,a01dc,򠇜
지,ㅈ,a01dd,򠇝
지,ㅈ,a021b,򠈛
"시,제,지",,f0a90,󰪐
지,ㅈ,f34b6,󳒶
직,ㅈ,076f4,直
직,ㅈ,0799d,禝
직,ㅈ,07a19,稙
직,ㅈ,07a37,稷
직,ㅈ,07e54,織
직,ㅈ,08077,職
진,ㅈ,03c80,㲀
진,ㅈ,040a6,䂦
진,ㅈ,04450,䑐
진,ㅈ,04cf2,䳲
진,ㅈ,04fb2,侲
진,ㅈ,05118,儘
진,ㅈ,05507,唇
진,ㅈ,055d4,嗔
"전,진",,05861,塡
진,ㅈ,05875,塵
진,ㅈ,05c3d,尽
"신,진",,0613c,愼
진,ㅈ,062ae,抮
진,ㅈ,0632f,振
진,ㅈ,06422,搢
진,ㅈ,06438,搸
진,ㅈ,06550,敐
진,ㅈ,06552,敒
진,ㅈ,06576,敶
진,ㅈ,06623,昣
진,ㅈ,06649,晉
진,ㅈ,0664b,晋
진,ㅈ,06783,枃
진,ㅈ,0686d,桭
진,ㅈ,0699b,榛
진,ㅈ,069c7,槇
진,ㅈ,06b84,殄
진,ㅈ,06d25,津
진,ㅈ,06e8d,溍
진,ㅈ,06eb1,溱
"신,진",,06ec7,滇
"신,진",,06fdc,濜
진,ㅈ,073cd,珍
진,ㅈ,073ce,珎
진,ㅈ,073d2,珒
진,ㅈ,07468,瑨
진,ㅈ,07471,瑱
진,ㅈ,074a1,璡
진,ㅈ,0755b,畛
진,ㅈ,075b9,疹
진,ㅈ,076e1,盡
진,ㅈ,07715,眕
진,ㅈ,0771e,眞
진,ㅈ,0771f,真
진,ㅈ,07739,眹
진,ㅈ,0778b,瞋
진,ㅈ,0799b,禛
진,ㅈ,079e6,秦
진,ㅈ,07a39,稹
진,ㅈ,07d3e,紾
진,ㅈ,07e09,縉
진,ㅈ,07e1d,縝
진,ㅈ,08044,聄
진,ㅈ,080d7,胗
진,ㅈ,081fb,臻
진,ㅈ,084c1,蓁
진,ㅈ,0852f,蔯
진,ㅈ,087b4,螴
진,ㅈ,08897,袗
진,ㅈ,088d6,裖
진,ㅈ,08a3a,診
진,ㅈ,08aab,誫
진,ㅈ,08cd1,賑
진,ㅈ,08d81,趁
진,ㅈ,08eeb,軫
진,ㅈ,08f43,轃
"신,진",,08fb0,辰
진,ㅈ,09032,進
진,ㅈ,09241,鉁
진,ㅈ,093ad,鎭
진,ㅈ,09663,陣
진,ㅈ,09673,陳
진,ㅈ,09707,震
진,ㅈ,09755,靕
진,ㅈ,09b12,鬒
진,ㅈ,24a01,𤨁
진,ㅈ,a01de,򠇞
진,ㅈ,a0222,򠈢
진,ㅈ,f12fe,󱋾
진,ㅈ,f298a,󲦊
질,ㅈ,04f84,侄
질,ㅈ,053f1,叱
질,ㅈ,057a4,垤
"일,질",,059b7,妷
질,ㅈ,059ea,姪
질,ㅈ,05ac9,嫉
질,ㅈ,05e19,帙
질,ㅈ,0664a,晊
질,ㅈ,0684e,桎
질,ㅈ,074c6,瓆
질,ㅈ,075be,疾
질,ㅈ,079e9,秩
질,ㅈ,07a92,窒
질,ㅈ,07d70,絰
질,ㅈ,081a3,膣
질,ㅈ,084ba,蒺
질,ㅈ,086ed,蛭
질,ㅈ,08cea,質
질,ㅈ,08dcc,跌
질,ㅈ,08fed,迭
질,ㅈ,090c5,郅
질,ㅈ,09455,鑕
짐,ㅈ,0659f,斟
짐,ㅈ,06715,朕
짐,ㅈ,09d06,鴆
집,ㅈ,0366b,㙫
"십,집",,04ec0,什
집,ㅈ,05359,卙
집,ㅈ,054a0,咠
집,ㅈ,057f7,執
집,ㅈ,06222,戢
"즙,집",,0696b,楫
집,ㅈ,06f57,潗
"즙,집",,06fc8,濈
집,ㅈ,07ddd,緝
집,ㅈ,08f2f,輯
집,ㅈ,093f6,鏶
집,ㅈ,096c6,集
집,ㅈ,a022d,򠈭
징,ㅈ,05fb5,徵
징,ㅈ,061f2,懲
징,ㅈ,06f82,澂
징,ㅈ,06f84,澄
징,ㅈ,07013,瀓
징,ㅈ,07665,癥
징,ㅈ,077aa,瞪
차,ㅊ,048dc,䣜
차,ㅊ,04e14,且
차,ㅊ,04f7d,佽
차,ㅊ,04f98,侘
차,ㅊ,0501f,借
차,ㅊ,053c9,叉
차,ㅊ,055df,嗟
"다,차",,05972,奲
차,ㅊ,059f9,姹
차,ㅊ,05c94,岔
차,ㅊ,05d6f,嵯
차,ㅊ,05dee,差
차,ㅊ,05fa3,徣
차,ㅊ,06260,扠
차,ㅊ,06313,挓
차,ㅊ,069ce,槎
차,ㅊ,06b21,次
차,ㅊ,06b64,此
차,ㅊ,07473,瑳
차,ㅊ,07868,硨
차,ㅊ,078cb,磋
차,ㅊ,07b9a,箚
"다,차",,08336,茶
차,ㅊ,08e49,蹉
"거,차",,08eca,車
차,ㅊ,0906e,遮
차,ㅊ,09388,鎈
차,ㅊ,09e7a,鹺
"다,차",,a0138,򠄸
착,ㅊ,06233,戳
착,ㅊ,06349,捉
착,ㅊ,0643e,搾
착,ㅊ,064c9,擉
착,ㅊ,065b2,斲
착,ㅊ,07740,着
착,ㅊ,07a84,窄
착,ㅊ,0932f,錯
착,ㅊ,0947f,鑿
착,ㅊ,09f6a,齪
찬,ㅊ,0373a,㜺
찬,ㅊ,05127,儧
찬,ㅊ,05139,儹
찬,ㅊ,05297,劗
찬,ㅊ,05dd1,巑
찬,ㅊ,064b0,撰
찬,ㅊ,0651b,攛
찬,ㅊ,06522,攢
찬,ㅊ,06b11,欑
찬,ㅊ,06faf,澯
찬,ㅊ,07052,灒
찬,ㅊ,071e6,燦
찬,ㅊ,07228,爨
찬,ㅊ,074a8,璨
찬,ㅊ,074da,瓚
찬,ㅊ,07a73,穳
찬,ㅊ,07ac4,竄
찬,ㅊ,07be1,篡
찬,ㅊ,07c12,簒
찬,ㅊ,07cb2,粲
찬,ㅊ,07e82,纂
찬,ㅊ,07e98,纘
찬,ㅊ,08b83,讃
찬,ㅊ,08b9a,讚
찬,ㅊ,08cdb,賛
찬,ㅊ,08d0a,贊
찬,ㅊ,08db2,趲
찬,ㅊ,09147,酇
찬,ㅊ,0947d,鑽
찬,ㅊ,09910,餐
찬,ㅊ,0994c,饌
찰,ㅊ,05239,刹
찰,ㅊ,05bdf,察
찰,ㅊ,0624e,扎
찰,ㅊ,064e6,擦
찰,ㅊ,0672d,札
찰,ㅊ,07d2e,紮
참,ㅊ,03c2b,㰫
참,ㅊ,050ed,僭
참,ㅊ,05133,儳
"삼,참",,053c3,參
참,ㅊ,05879,塹
참,ㅊ,05d84,嶄
참,ㅊ,05dc9,巉
참,ㅊ,06158,慘
참,ㅊ,06159,慙
참,ㅊ,0615a,慚
참,ㅊ,061af,憯
참,ㅊ,061fa,懺
참,ㅊ,06519,攙
참,ㅊ,065ac,斬
참,ㅊ,065f5,旵
참,ㅊ,069e7,槧
참,ㅊ,06b03,欃
참,ㅊ,06bda,毚
참,ㅊ,07ad9,站
참,ㅊ,08b56,譖
참,ㅊ,08b92,讒
참,ㅊ,08b96,讖
참,ㅊ,093e8,鏨
참,ㅊ,09471,鑱
참,ㅊ,0995e,饞
참,ㅊ,09a42,驂
참,ㅊ,09ef2,黲
창,ㅊ,05000,倀
창,ㅊ,05009,倉
창,ㅊ,05021,倡
창,ㅊ,05096,傖
창,ㅊ,051d4,凔
창,ㅊ,05231,刱
창,ㅊ,05275,創
창,ㅊ,05531,唱
창,ㅊ,05a3c,娼
창,ㅊ,05d62,嵢
창,ㅊ,05ee0,廠
창,ㅊ,05f70,彰
창,ㅊ,060b5,悵
창,ㅊ,060dd,惝
창,ㅊ,06134,愴
창,ㅊ,06227,戧
창,ㅊ,06436,搶
창,ㅊ,0655e,敞
창,ㅊ,0660c,昌
창,ㅊ,06636,昶
창,ㅊ,0667f,晿
창,ㅊ,066a2,暢
창,ㅊ,069cd,槍
창,ㅊ,06c05,氅
창,ㅊ,06dcc,淌
창,ㅊ,06dd0,淐
창,ㅊ,06ec4,滄
창,ㅊ,06f32,漲
"상,창",,06f3a,漺
창,ㅊ,07316,猖
창,ㅊ,07429,琩
"창,탕",,07452,瑒
창,ㅊ,07472,瑲
창,ㅊ,0757c,畼
창,ㅊ,07621,瘡
창,ㅊ,07a93,窓
창,ㅊ,07a97,窗
창,ㅊ,08139,脹
창,ㅊ,08259,艙
창,ㅊ,083d6,菖
창,ㅊ,084bc,蒼
창,ㅊ,08aaf,誯
창,ㅊ,08e4c,蹌
창,ㅊ,092f9,鋹
창,ㅊ,09329,錩
창,ㅊ,095b6,閶
창,ㅊ,09b2f,鬯
창,ㅊ,09dac,鶬
창,ㅊ,a01e0,򠇠
창,ㅊ,a01e1,򠇡
채,ㅊ,050b5,債
채,ㅊ,057f0,埰
채,ㅊ,05a47,婇
채,ㅊ,05bc0,寀
채,ㅊ,05be8,寨
채,ㅊ,05f69,彩
채,ㅊ,063a1,採
채,ㅊ,068cc,棌
채,ㅊ,07417,琗
채,ㅊ,0776c,睬
채,ㅊ,07826,砦
"제,채",,0796d,祭
채,ㅊ,07db5,綵
채,ㅊ,0831d,茝
채,ㅊ,083dc,菜
채,ㅊ,08521,蔡
"채,책",,08cac,責
채,ㅊ,091c7,采
채,ㅊ,091f5,釵
채,ㅊ,a01e2,򠇢
채,ㅊ,a01e3,򠇣
책,ㅊ,0518a,冊
책,ㅊ,0518c,册
책,ㅊ,05616,嘖
책,ㅊ,05e58,幘
책,ㅊ,067f5,柵
책,ㅊ,078d4,磔
책,ㅊ,07b27,笧
책,ㅊ,07b56,策
책,ㅊ,07c00,簀
책,ㅊ,086b1,蚱
"채,책",,08cac,責
처,ㅊ,051c4,凄
처,ㅊ,051e6,処
처,ㅊ,059bb,妻
처,ㅊ,060bd,悽
처,ㅊ,06dd2,淒
처,ㅊ,07acc,竌
처,ㅊ,0840b,萋
처,ㅊ,08655,處
처,ㅊ,089b7,覷
처,ㅊ,090ea,郪
척,ㅊ,0501c,倜
"자,척",,0523a,刺
척,ㅊ,05254,剔
척,ㅊ,05767,坧
척,ㅊ,05849,塉
척,ㅊ,0588c,墌
척,ㅊ,05c3a,尺
척,ㅊ,060d5,惕
척,ㅊ,0617c,慼
척,ㅊ,0617d,慽
척,ㅊ,0621a,戚
"척,탁",,062d3,拓
척,ㅊ,06357,捗
척,ㅊ,0646d,摭
척,ㅊ,064f2,擲
척,ㅊ,065a5,斥
척,ㅊ,06ecc,滌
척,ㅊ,07620,瘠
"척,철",,07869,硩
척,ㅊ,0810a,脊
척,ㅊ,08734,蜴
척,ㅊ,08dd6,跖
척,ㅊ,08e60,蹠
척,ㅊ,08e91,躑
척,ㅊ,0965f,陟
척,ㅊ,096bb,隻
천,ㅊ,04edf,仟
천,ㅊ,04ff4,俴
천,ㅊ,05029,倩
천,ㅊ,050e2,僢
천,ㅊ,05103,儃
천,ㅊ,05343,千
천,ㅊ,05598,喘
천,ㅊ,05929,天
천,ㅊ,05ddd,川
천,ㅊ,064c5,擅
천,ㅊ,06cc9,泉
천,ㅊ,06d0a,洊
천,ㅊ,06dfa,淺
천,ㅊ,06ffa,濺
천,ㅊ,0705b,灛
천,ㅊ,07065,灥
"단,천",,071c0,燀
천,ㅊ,07394,玔
천,ㅊ,07946,祆
천,ㅊ,07a7f,穿
천,ㅊ,081f6,臶
천,ㅊ,0821b,舛
천,ㅊ,0828a,芊
천,ㅊ,0831c,茜
천,ㅊ,08350,荐
천,ㅊ,084a8,蒨
천,ㅊ,08546,蕆
천,ㅊ,085a6,薦
천,ㅊ,08ce4,賤
천,ㅊ,08e10,踐
천,ㅊ,08fbf,辿
천,ㅊ,09077,遷
천,ㅊ,091e7,釧
천,ㅊ,095e1,闡
천,ㅊ,09621,阡
천,ㅊ,0975d,靝
천,ㅊ,097c6,韆
천,ㅊ,a01e4,򠇤
천,ㅊ,a0223,򠈣
철,ㅊ,03b1a,㬚
철,ㅊ,03bd9,㯙
철,ㅊ,051f8,凸
철,ㅊ,0525f,剟
철,ㅊ,054f2,哲
철,ㅊ,0555c,啜
철,ㅊ,05586,喆
철,ㅊ,057d1,埑
철,ㅊ,05fb9,徹
철,ㅊ,0608a,悊
철,ㅊ,060d9,惙
철,ㅊ,06387,掇
철,ㅊ,064a4,撤
철,ㅊ,06b60,歠
철,ㅊ,06f88,澈
철,ㅊ,070f2,烲
철,ㅊ,077ae,瞮
"척,철",,07869,硩
철,ㅊ,07db4,綴
철,ㅊ,08f1f,輟
철,ㅊ,08f4d,轍
철,ㅊ,09244,鉄
철,ㅊ,09295,銕
철,ㅊ,09323,錣
철,ㅊ,09435,鐵
철,ㅊ,098fb,飻
철,ㅊ,0992e,餮
철,ㅊ,09a56,驖
첨,ㅊ,050c9,僉
첨,ㅊ,05c16,尖
첨,ㅊ,05e68,幨
첨,ㅊ,05fdd,忝
첨,ㅊ,060c9,惉
첨,ㅊ,06a90,檐
첨,ㅊ,06afc,櫼
첨,ㅊ,06cbe,沾
첨,ㅊ,06dfb,添
첨,ㅊ,07038,瀸
"심,첨",,0704a,灊
"섬,첨",,07154,煔
첨,ㅊ,0751b,甛
첨,ㅊ,0751c,甜
첨,ㅊ,077bb,瞻
첨,ㅊ,07c37,簷
첨,ㅊ,07c3d,簽
첨,ㅊ,07c64,籤
첨,ㅊ,0895c,襜
첨,ㅊ,08a79,詹
첨,ㅊ,08ac2,諂
첩,ㅊ,05022,倢
첩,ㅊ,0546b,呫
첩,ㅊ,0558b,喋
첩,ㅊ,0581e,堞
첩,ㅊ,059be,妾
첩,ㅊ,05a55,婕
첩,ㅊ,05e16,帖
첩,ㅊ,06017,怗
첩,ㅊ,06377,捷
첩,ㅊ,07252,牒
첩,ㅊ,0758a,疊
첩,ㅊ,0776b,睫
첩,ㅊ,0893a,褺
첩,ㅊ,08adc,諜
첩,ㅊ,08cbc,貼
첩,ㅊ,08f12,輒
청,ㅊ,051ca,凊
청,ㅊ,0570a,圊
"정,청",,05a67,婧
청,ㅊ,05ef3,廳
청,ㅊ,06674,晴
청,ㅊ,06df8,淸
청,ㅊ,06e05,清
청,ㅊ,0807d,聽
청,ㅊ,083c1,菁
청,ㅊ,0873b,蜻
청,ㅊ,08acb,請
청,ㅊ,09751,靑
청,ㅊ,09752,青
청,ㅊ,09bd6,鯖
청,ㅊ,09d84,鶄
청,ㅊ,a007b,򠁻
청,ㅊ,a0087,򠂇
청,ㅊ,a01e5,򠇥
"절,체",,04038,䀸
"절,체",,05207,切
체,ㅊ,05243,剃
"절,체",,05886,墆
체,ㅊ,05d39,崹
체,ㅊ,05f58,彘
체,ㅊ,06470,摰
체,ㅊ,066ff,替
"체,타",,06755,杕
체,ㅊ,068e3,棣
체,ㅊ,06ba2,殢
체,ㅊ,06d95,涕
체,ㅊ,06eef,滯
체,ㅊ,073bc,玼
체,ㅊ,0780c,砌
체,ㅊ,07de0,締
체,ㅊ,08482,蒂
체,ㅊ,08515,蔕
"시,체",,08adf,諟
체,ㅊ,08ae6,諦
체,ㅊ,0902e,逮
체,ㅊ,0905e,遞
체,ㅊ,091f1,釱
체,ㅊ,09746,靆
체,ㅊ,09ad4,體
체,ㅊ,09af0,髰
"초,축",,04658,䙘
초,ㅊ,04fcf,俏
초,ㅊ,05062,偢
초,ㅊ,050ec,僬
초,ㅊ,0521d,初
초,ㅊ,0527f,剿
초,ㅊ,052e6,勦
초,ㅊ,054e8,哨
초,ㅊ,0564d,噍
초,ㅊ,059b1,妱
초,ㅊ,05af6,嫶
초,ㅊ,05ca7,岧
초,ㅊ,05ced,峭
초,ㅊ,05d95,嶕
초,ㅊ,0600a,怊
초,ㅊ,06084,悄
초,ㅊ,06100,愀
초,ㅊ,06194,憔
초,ㅊ,06284,抄
초,ㅊ,062db,招
초,ㅊ,0676a,杪
초,ㅊ,068a2,梢
초,ㅊ,06912,椒
초,ㅊ,0695a,楚
초,ㅊ,06a35,樵
초,ㅊ,06b29,欩
초,ㅊ,06fcb,濋
"초,효",,07071,灱
초,ㅊ,07092,炒
초,ㅊ,07126,焦
초,ㅊ,071cb,燋
초,ㅊ,0785d,硝
초,ㅊ,07901,礁
초,ㅊ,0790e,礎
초,ㅊ,07952,祒
초,ㅊ,079d2,秒
초,ㅊ,07a0d,稍
초,ㅊ,07d83,綃
초,ㅊ,08016,耖
초,ㅊ,08096,肖
초,ㅊ,08278,艸
초,ㅊ,082d5,苕
초,ㅊ,08349,草
초,ㅊ,08549,蕉
"묘,초",,08a2c,訬
초,ㅊ,08a9a,誚
초,ㅊ,08b59,譙
초,ㅊ,08c82,貂
초,ㅊ,08d85,超
초,ㅊ,08da0,趠
초,ㅊ,08efa,軺
초,ㅊ,08fe2,迢
초,ㅊ,09162,酢
초,ㅊ,0918b,醋
초,ㅊ,091ae,醮
초,ㅊ,091e5,釥
