hangul,consonant,unicode,hanja
벽,ㅂ,095e2,闢
벽,ㅂ,09739,霹
벽,ㅂ,09dff,鷿
벽,ㅂ,09f0a,鼊
벽,ㅂ,a0175,򠅵
"변,편",,04fbf,便
변,ㅂ,0535e,卞
변,ㅂ,05f01,弁
변,ㅂ,05fed,忭
변,ㅂ,06283,抃
변,ㅂ,08141,腁
변,ㅂ,08b8a,變
변,ㅂ,08cc6,賆
변,ㅂ,08fa8,辨
변,ㅂ,08fae,辮
변,ㅂ,08faf,辯
변,ㅂ,0908a,邊
변,ㅂ,091c6,釆
변,ㅂ,099e2,駢
변,ㅂ,09abf,骿
변,ㅂ,09d18,鴘
변,ㅂ,a028a,򠊊
별,ㅂ,03521,㔡
별,ㅂ,04b71,䭱
별,ㅂ,05225,別
별,ㅂ,05f46,彆
별,ㅂ,06f4e,潎
"발,별",,070a6,炦
별,ㅂ,077a5,瞥
별,ㅂ,08382,莂
별,ㅂ,08952,襒
별,ㅂ,09c49,鱉
별,ㅂ,09de9,鷩
별,ㅂ,09f08,鼈
별,ㅂ,2983b,𩠻
별,ㅂ,a0244,򠉄
병,ㅂ,04e19,丙
병,ㅂ,04e26,並
병,ㅂ,05002,倂
병,ㅂ,05175,兵
병,ㅂ,05c5b,屛
병,ㅂ,05e76,并
병,ㅂ,05e77,幷
병,ㅂ,06032,怲
병,ㅂ,062a6,抦
병,ㅂ,0661e,昞
병,ㅂ,0663a,昺
병,ㅂ,067c4,柄
병,ㅂ,068c5,棅
병,ㅂ,070b3,炳
병,ㅂ,07501,甁
병,ㅂ,075c5,病
병,ㅂ,079c9,秉
병,ㅂ,07add,竝
병,ㅂ,07d63,絣
병,ㅂ,07f3e,缾
병,ㅂ,082ea,苪
병,ㅂ,08f27,輧
병,ㅂ,08ff8,迸
병,ㅂ,090b4,邴
병,ㅂ,09235,鈵
병,ㅂ,0927c,鉼
병,ㅂ,09920,餠
병,ㅂ,09a08,騈
병,ㅂ,a0254,򠉔
보,ㅂ,03ec4,㻄
보,ㅂ,0402f,䀯
보,ㅂ,04fcc,俌
보,ㅂ,04fdd,保
보,ㅂ,05821,堡
보,ㅂ,05831,報
보,ㅂ,05b9d,宝
보,ㅂ,05bf6,寶
보,ㅂ,0666e,普
보,ㅂ,0693a,椺
보,ㅂ,06b65,步
보,ㅂ,06b69,歩
보,ㅂ,06d11,洑
보,ㅂ,06e7a,湺
"보,부",,06ea5,溥
보,ㅂ,06f7d,潽
보,ㅂ,070f3,烳
보,ㅂ,073e4,珤
보,ㅂ,0752b,甫
보,ㅂ,076d9,盙
보,ㅂ,07c20,簠
"보,포",,08386,莆
보,ㅂ,083e9,菩
보,ㅂ,08446,葆
보,ㅂ,088dc,補
보,ㅂ,08913,褓
보,ㅂ,08b5c,譜
보,ㅂ,08cf2,賲
보,ㅂ,08f14,輔
보,ㅂ,0974c,靌
보,ㅂ,09d07,鴇
보,ㅂ,09efc,黼
보,ㅂ,248f0,𤣰
보,ㅂ,a0176,򠅶
복,ㅂ,04f0f,伏
복,ㅂ,050d5,僕
복,ㅂ,05310,匐
복,ㅂ,0535c,卜
복,ㅂ,05798,垘
복,ㅂ,058a3,墣
복,ㅂ,05b93,宓
복,ㅂ,05e5e,幞
"복,부",,05fa9,復
복,ㅂ,06251,扑
복,ㅂ,0670d,服
복,ㅂ,0683f,栿
복,ㅂ,06945,楅
복,ㅂ,06f93,澓
복,ㅂ,06fee,濮
"복,핍",,07550,畐
복,ㅂ,0798f,福
복,ㅂ,07b99,箙
복,ㅂ,08179,腹
복,ㅂ,0832f,茯
복,ㅂ,083d4,菔
복,ㅂ,08514,蔔
복,ㅂ,08760,蝠
복,ㅂ,0876e,蝮
복,ㅂ,08907,複
복,ㅂ,08986,覆
복,ㅂ,08ae8,諨
복,ㅂ,08e3e,踾
복,ㅂ,08f39,輹
"복,폭",,08f3b,輻
복,ㅂ,09351,鍑
복,ㅂ,099a5,馥
복,ㅂ,09c12,鰒
복,ㅂ,09d69,鵩
복,ㅂ,a0177,򠅷
복,ㅂ,a0178,򠅸
복,ㅂ,f0767,󰝧
본,ㅂ,0672c,本
볼,ㅂ,04e76,乶
봉,ㅂ,03980,㦀
봉,ㅂ,04b70,䭰
봉,ㅂ,04e30,丰
봉,ㅂ,04ff8,俸
봉,ㅂ,0552a,唪
봉,ㅂ,05906,夆
봉,ㅂ,05949,奉
봉,ㅂ,059a6,妦
봉,ㅂ,05c01,封
봉,ㅂ,05cef,峯
봉,ㅂ,05cf0,峰
봉,ㅂ,05d36,崶
봉,ㅂ,06340,捀
봉,ㅂ,06367,捧
봉,ㅂ,06453,摓
봉,ㅂ,0687b,桻
봉,ㅂ,068d2,棒
봉,ㅂ,069f0,槰
봉,ㅂ,06d72,浲
봉,ㅂ,06f28,漨
봉,ㅂ,070fd,烽
봉,ㅂ,071a2,熢
봉,ㅂ,0742b,琫
봉,ㅂ,07bf7,篷
봉,ㅂ,07d98,綘
봉,ㅂ,07e2b,縫
봉,ㅂ,08283,芃
봉,ㅂ,083f6,菶
봉,ㅂ,084ec,蓬
봉,ㅂ,08702,蜂
봉,ㅂ,09022,逢
봉,ㅂ,092d2,鋒
봉,ㅂ,097f8,韸
봉,ㅂ,09cf3,鳳
봉,ㅂ,09d0c,鴌
봉,ㅂ,a0179,򠅹
"부,불",,04e0d,不
부,ㅂ,04ed8,付
부,ㅂ,04fd8,俘
부,ㅂ,04fef,俯
부,ㅂ,05085,傅
부,ㅂ,05256,剖
부,ㅂ,0526f,副
부,ㅂ,05426,否
부,ㅂ,05490,咐
부,ㅂ,057e0,埠
부,ㅂ,0592b,夫
부,ㅂ,05a66,婦
부,ㅂ,05a8d,媍
부,ㅂ,05b5a,孚
부,ㅂ,05b75,孵
부,ㅂ,05bcc,富
부,ㅂ,05c03,尃
부,ㅂ,05ded,巭
부,ㅂ,05e9c,府
"복,부",,05fa9,復
부,ㅂ,06276,扶
부,ㅂ,06294,抔
부,ㅂ,062ca,拊
부,ㅂ,0636c,捬
부,ㅂ,0638a,掊
부,ㅂ,06577,敷
부,ㅂ,065a7,斧
부,ㅂ,0678e,枎
부,ㅂ,067ce,柎
부,ㅂ,06874,桴
부,ㅂ,06991,榑
부,ㅂ,06d6e,浮
부,ㅂ,06daa,涪
"보,부",,06ea5,溥
부,ㅂ,070f0,烰
부,ㅂ,07236,父
부,ㅂ,0739e,玞
부,ㅂ,073b8,玸
부,ㅂ,07408,琈
부,ㅂ,07954,祔
부,ㅂ,07b26,符
부,ㅂ,07b5f,筟
부,ㅂ,07c3f,簿
부,ㅂ,07f36,缶
부,ㅂ,07f58,罘
부,ㅂ,07f66,罦
"부,주",,080d5,胕
부,ㅂ,08150,腐
부,ㅂ,08151,腑
부,ㅂ,0819a,膚
부,ㅂ,08240,艀
부,ㅂ,08299,芙
부,ㅂ,082a3,芣
부,ㅂ,082fb,苻
부,ㅂ,08374,荴
부,ㅂ,083a9,莩
부,ㅂ,08500,蔀
부,ㅂ,086a8,蚨
부,ㅂ,08709,蜉
부,ㅂ,0889d,袝
부,ㅂ,088d2,裒
부,ㅂ,08a03,訃
부,ㅂ,08ca0,負
부,ㅂ,08ce6,賦
부,ㅂ,08cfb,賻
부,ㅂ,08d74,赴
부,ㅂ,08dba,趺
부,ㅂ,08dd7,跗
부,ㅂ,090e8,部
부,ㅂ,091dc,釜
부,ㅂ,09207,鈇
부,ㅂ,0961c,阜
부,ㅂ,09644,附
부,ㅂ,0982b,頫
부,ㅂ,099d9,駙
부,ㅂ,09b92,鮒
부,ㅂ,09ce7,鳧
부,ㅂ,09ea9,麩
부,ㅂ,a017a,򠅺
부,ㅂ,a017b,򠅻
"배,북",,05317,北
분,ㅂ,04f53,体
분,ㅂ,05206,分
분,ㅂ,05429,吩
분,ㅂ,05674,噴
분,ㅂ,0574b,坋
분,ㅂ,0574c,坌
분,ㅂ,058b3,墳
분,ㅂ,05954,奔
분,ㅂ,0596e,奮
분,ㅂ,059a2,妢
분,ㅂ,05e09,帉
분,ㅂ,05f05,弅
분,ㅂ,05fff,忿
분,ㅂ,061a4,憤
분,ㅂ,0626e,扮
분,ㅂ,06610,昐
분,ㅂ,0678c,枌
분,ㅂ,068fb,棻
분,ㅂ,068fc,棼
분,ㅂ,06c1b,氛
분,ㅂ,06c7e,汾
분,ㅂ,06ccd,泍
분,ㅂ,06e53,湓
분,ㅂ,06fc6,濆
분,ㅂ,0711a,焚
분,ㅂ,07287,犇
분,ㅂ,073a2,玢
분,ㅂ,0755a,畚
분,ㅂ,076c6,盆
분,ㅂ,0780f,砏
분,ㅂ,079ce,秎
분,ㅂ,07b28,笨
분,ㅂ,07c89,粉
분,ㅂ,07cde,糞
분,ㅂ,07d1b,紛
분,ㅂ,07fc9,翉
분,ㅂ,080a6,肦
분,ㅂ,081b9,膹
분,ㅂ,082ac,芬
분,ㅂ,08450,葐
분,ㅂ,08561,蕡
분,ㅂ,08cc1,賁
분,ㅂ,08f52,轒
분,ㅂ,096f0,雰
분,ㅂ,09efa,黺
분,ㅂ,09f22,鼢
분,ㅂ,a017c,򠅼
"부,불",,04e0d,不
불,ㅂ,04f5b,佛
불,ㅂ,05caa,岪
불,ㅂ,05f17,弗
불,ㅂ,05f7f,彿
불,ㅂ,062c2,拂
불,ㅂ,07953,祓
불,ㅂ,07d31,紱
불,ㅂ,08274,艴
불,ㅂ,08300,茀
불,ㅂ,097cd,韍
불,ㅂ,09af4,髴
불,ㅂ,09efb,黻
붕,ㅂ,0580b,堋
붕,ㅂ,05d29,崩
붕,ㅂ,0670b,朋
붕,ㅂ,068da,棚
붕,ㅂ,06f30,漰
붕,ㅂ,0787c,硼
붕,ㅂ,07e43,繃
붕,ㅂ,09b05,鬅
붕,ㅂ,09d6c,鵬
비,ㅂ,03d52,㵒
비,ㅂ,04e15,丕
비,ㅂ,04ef3,仳
비,ㅂ,04f3e,伾
비,ㅂ,04ffe,俾
비,ㅂ,05099,備
비,ㅂ,05255,剕
비,ㅂ,05315,匕
비,ㅂ,0532a,匪
비,ㅂ,05351,卑
비,ㅂ,056ad,嚭
비,ㅂ,0572e,圮
비,ㅂ,057e4,埤
비,ㅂ,0595c,奜
비,ㅂ,05970,奰
비,ㅂ,05983,妃
비,ㅂ,059a3,妣
비,ㅂ,05a62,婢
비,ㅂ,05c41,屁
비,ㅂ,05caf,岯
비,ㅂ,05e80,庀
비,ㅂ,05e87,庇
비,ㅂ,05eb3,庳
비,ㅂ,060b1,悱
비,ㅂ,060b2,悲
비,ㅂ,0618a,憊
비,ㅂ,06249,扉
비,ㅂ,06279,批
비,ㅂ,06590,斐
비,ㅂ,06787,枇
"비,필",,067f2,柲
비,ㅂ,068d0,棐
비,ㅂ,06911,椑
비,ㅂ,069a7,榧
비,ㅂ,06bd4,比
비,ㅂ,06bd6,毖
비,ㅂ,06bd7,毗
비,ㅂ,06bd8,毘
비,ㅂ,06c98,沘
비,ㅂ,06cb8,沸
"비,필",,06ccc,泌
비,ㅂ,06ddd,淝
비,ㅂ,06de0,淠
비,ㅂ,06fde,濞
비,ㅂ,072c9,狉
비,ㅂ,072d2,狒
비,ㅂ,07435,琵
비,ㅂ,075de,痞
비,ㅂ,075f9,痹
비,ㅂ,075fa,痺
비,ㅂ,07765,睥
비,ㅂ,07812,砒
비,ㅂ,07891,碑
비,ㅂ,07955,祕
비,ㅂ,079d5,秕
비,ㅂ,079d8,秘
비,ㅂ,07be6,篦
비,ㅂ,07c83,粃
비,ㅂ,07d15,紕
비,ㅂ,07dcb,緋
비,ㅂ,07f86,羆
비,ㅂ,07fe1,翡
비,ㅂ,080a5,肥
비,ㅂ,0813e,脾
비,ㅂ,08153,腓
비,ㅂ,081c2,臂
비,ㅂ,08298,芘
비,ㅂ,082be,芾
비,ㅂ,083f2,菲
비,ㅂ,08406,萆
비,ㅂ,084d6,蓖
비,ㅂ,0868d,蚍
비,ㅂ,0871a,蜚
비,ㅂ,088e8,裨
비,ㅂ,08ab9,誹
비,ㅂ,08b6c,譬
비,ㅂ,08c94,貔
비,ㅂ,08cbb,費
비,ㅂ,08d14,贔
비,ㅂ,08f61,轡
비,ㅂ,090b3,邳
비,ㅂ,090eb,郫
비,ㅂ,09119,鄙
비,ㅂ,0912a,鄪
비,ㅂ,0959f,閟
비,ㅂ,09674,陴
비,ㅂ,0970f,霏
비,ㅂ,0975e,非
비,ㅂ,097b4,鞴
비,ㅂ,098db,飛
비,ㅂ,099a1,馡
비,ㅂ,09a11,騑
비,ㅂ,09a1b,騛
비,ㅂ,09ac0,髀
비,ㅂ,09f19,鼙
비,ㅂ,09f3b,鼻
비,ㅂ,a0109,򠄉
비,ㅂ,a0214,򠈔
빈,ㅂ,04399,䎙
빈,ㅂ,04efd,份
빈,ㅂ,05110,儐
빈,ㅂ,056ac,嚬
빈,ㅂ,05b2a,嬪
빈,ㅂ,05f6c,彬
빈,ㅂ,064ef,擯
빈,ㅂ,0658c,斌
빈,ㅂ,06ab3,檳
빈,ㅂ,06baf,殯
빈,ㅂ,06d5c,浜
빈,ㅂ,06ff1,濱
빈,ㅂ,07015,瀕
빈,ㅂ,0725d,牝
빈,ㅂ,073ad,玭
빈,ㅂ,074b8,璸
빈,ㅂ,077c9,矉
빈,ㅂ,07a66,穦
빈,ㅂ,07e7d,繽
빈,ㅂ,081cf,臏
빈,ㅂ,0860b,蘋
빈,ㅂ,08819,蠙
"반,빈",,08c73,豳
빈,ㅂ,08ca7,貧
빈,ㅂ,08cd3,賓
"빈,윤",,08d07,贇
빈,ㅂ,090a0,邠
빈,ㅂ,0944c,鑌
빈,ㅂ,09726,霦
빈,ㅂ,0983b,頻
빈,ㅂ,09870,顰
빈,ㅂ,099aa,馪
빈,ㅂ,09b22,鬢
빙,ㅂ,051ed,凭
빙,ㅂ,05a09,娉
빙,ㅂ,06191,憑
빙,ㅂ,06c37,氷
빙,ㅂ,08058,聘
빙,ㅂ,09a01,騁
사,ㅅ,03878,㡸
사,ㅅ,04e4d,乍
사,ㅅ,04e8b,事
사,ㅅ,04e9b,些
사,ㅅ,04ed5,仕
사,ㅅ,04f3a,伺
사,ㅅ,04f3c,似
사,ㅅ,04f7f,使
사,ㅅ,04fdf,俟
사,ㅅ,0509e,傞
사,ㅅ,050ff,僿
사,ㅅ,05129,儩
사,ㅅ,0525a,剚
사,ㅅ,05378,卸
사,ㅅ,053f2,史
사,ㅅ,053f8,司
사,ㅅ,0548b,咋
사,ㅅ,05506,唆
사,ㅅ,055e3,嗣
사,ㅅ,056db,四
사,ㅅ,058eb,士
사,ㅅ,05962,奢
사,ㅅ,059d2,姒
사,ㅅ,05a11,娑
사,ㅅ,05beb,寫
사,ㅅ,05bfa,寺
사,ㅅ,05c04,射
사,ㅅ,05df3,巳
사,ㅅ,05e2b,師
사,ㅅ,05f99,徙
사,ㅅ,0601d,思
사,ㅅ,06368,捨
사,ㅅ,0659c,斜
사,ㅅ,065af,斯
사,ㅅ,067f6,柶
사,ㅅ,067fb,査
사,ㅅ,068ad,梭
사,ㅅ,06942,楂
사,ㅅ,069ad,榭
사,ㅅ,06b7b,死
사,ㅅ,06c5c,汜
사,ㅅ,06c99,沙
사,ㅅ,06cd7,泗
사,ㅅ,06d98,涘
사,ㅅ,06e23,渣
사,ㅅ,07009,瀉
사,ㅅ,07345,獅
사,ㅅ,075e7,痧
사,ㅅ,076b6,皶
사,ㅅ,07802,砂
사,ㅅ,0793e,社
사,ㅅ,07940,祀
사,ㅅ,07960,祠
사,ㅅ,079a0,禠
사,ㅅ,079c1,私
사,ㅅ,07ae2,竢
사,ㅅ,07b25,笥
사,ㅅ,07be9,篩
사,ㅅ,07cf8,糸
사,ㅅ,07d17,紗
사,ㅅ,07d72,絲
사,ㅅ,08086,肆
사,ㅅ,0820d,舍
사,ㅅ,0838e,莎
사,ㅅ,084d1,蓑
사,ㅅ,086c7,蛇
사,ㅅ,08721,蜡
사,ㅅ,088df,裟
사,ㅅ,08997,覗
사,ㅅ,08a50,詐
사,ㅅ,08a5e,詞
사,ㅅ,08b1d,謝
사,ㅅ,08cdc,賜
사,ㅅ,08d66,赦
사,ㅅ,08fad,辭
사,ㅅ,090aa,邪
사,ㅅ,098fc,飼
사,ㅅ,099db,駛
사,ㅅ,099df,駟
사,ㅅ,09b66,魦
사,ㅅ,09bca,鯊
사,ㅅ,09c24,鰤
사,ㅅ,09e9d,麝
사,ㅅ,a010a,򠄊
사,ㅅ,a010b,򠄋
사,ㅅ,a017d,򠅽
사,ㅅ,a017e,򠅾
사,ㅅ,f07e1,󰟡
삭,ㅅ,0524a,削
삭,ㅅ,06420,搠
"삭,수",,06578,數
삭,ㅅ,06714,朔
삭,ㅅ,069ca,槊
삭,ㅅ,0720d,爍
"삭,색",,07d22,索
삭,ㅅ,084b4,蒴
삭,ㅅ,09460,鑠
산,ㅅ,03983,㦃
산,ㅅ,05098,傘
산,ㅅ,0522a,刪
산,ㅅ,05277,剷
산,ㅅ,059cd,姍
산,ㅅ,05b7f,孿
산,ㅅ,05c71,山
산,ㅅ,06563,散
산,ㅅ,06a75,橵
산,ㅅ,06c55,汕
산,ㅅ,06f78,潸
산,ㅅ,06f98,澘
산,ㅅ,072fb,狻
산,ㅅ,07522,產
산,ㅅ,07523,産
산,ㅅ,0759d,疝
산,ㅅ,07958,祘
산,ㅅ,07b97,算
산,ㅅ,07c05,簅
산,ㅅ,07e56,繖
산,ㅅ,0849c,蒜
산,ㅅ,08a15,訕
산,ㅅ,09178,酸
산,ㅅ,093df,鏟
산,ㅅ,09730,霰
산,ㅅ,a017f,򠅿
산,ㅅ,a023f,򠈿
살,ㅅ,04e77,乷
살,ㅅ,06492,撒
"살,쇄",,06bba,殺
살,ㅅ,0715e,煞
살,ㅅ,085a9,薩
살,ㅅ,a0180,򠆀
삼,ㅅ,04e09,三
"삼,참",,053c3,參
삼,ㅅ,06749,杉
삼,ㅅ,068ee,森
삼,ㅅ,06ef2,滲
삼,ㅅ,07cdd,糝
삼,ㅅ,0829f,芟
삼,ㅅ,08518,蔘
삼,ㅅ,0886b,衫
삼,ㅅ,091e4,釤
삼,ㅅ,09b16,鬖
삼,ㅅ,a0181,򠆁
삼,ㅅ,a0182,򠆂
삽,ㅅ,05345,卅
삽,ㅅ,0553c,唼
삽,ㅅ,063d2,插
삽,ㅅ,063f7,揷
삽,ㅅ,06b43,歃
삽,ㅅ,06f81,澁
삽,ㅅ,07fe3,翣
삽,ㅅ,09212,鈒
삽,ㅅ,09364,鍤
삽,ㅅ,09705,霅
삽,ㅅ,0970e,霎
삽,ㅅ,098af,颯
상,ㅅ,04e0a,上
상,ㅅ,050b7,傷
상,ㅅ,050cf,像
상,ㅅ,0511f,償
상,ㅅ,05546,商
상,ㅅ,055aa,喪
상,ㅅ,05617,嘗
상,ㅅ,0587d,塽
상,ㅅ,05892,墒
"상,항",,05ae6,嫦
상,ㅅ,05b40,孀
상,ㅅ,05c19,尙
상,ㅅ,05ce0,峠
상,ㅅ,05e38,常
상,ㅅ,05e8a,床
상,ㅅ,05ea0,庠
상,ㅅ,05ec2,廂
상,ㅅ,05f9c,徜
상,ㅅ,06066,恦
상,ㅅ,060f3,想
상,ㅅ,06161,慡
상,ㅅ,0664c,晌
상,ㅅ,06851,桑
"상,양",,06a23,樣
상,ㅅ,06a61,橡
상,ㅅ,06ba4,殤
상,ㅅ,06e58,湘
"상,창",,06f3a,漺
상,ㅅ,06f52,潒
상,ㅅ,0723d,爽
상,ㅅ,07240,牀
"상,장",,072c0,狀
상,ㅅ,0751e,甞
상,ㅅ,076f8,相
상,ㅅ,078c9,磉
상,ㅅ,07965,祥
상,ㅅ,07bb1,箱
상,ㅅ,07dd7,緗
상,ㅅ,07fd4,翔
상,ㅅ,08459,葙
상,ㅅ,088f3,裳
상,ㅅ,089f4,觴
상,ㅅ,08a73,詳
상,ㅅ,08b2a,謪
상,ㅅ,08c61,象
상,ㅅ,08cde,賞
상,ㅅ,092ff,鋿
상,ㅅ,0939f,鎟
상,ㅅ,093db,鏛
상,ㅅ,0940c,鐌
상,ㅅ,0971c,霜
상,ㅅ,09859,顙
상,ㅅ,09b3a,鬺
상,ㅅ,a0002,򠀂
새,ㅅ,03614,㘔
"새,색",,0585e,塞
"새,시",,06122,愢
새,ㅅ,074bd,璽
새,ㅅ,08cfd,賽
새,ㅅ,09c13,鰓
색,ㅅ,055c7,嗇
"새,색",,0585e,塞
색,ㅅ,069ed,槭
색,ㅅ,06b75,歵
색,ㅅ,06fc7,濇
색,ㅅ,07012,瀒
색,ㅅ,07a61,穡
"삭,색",,07d22,索
색,ㅅ,08272,色
생,ㅅ,0680d,栍
생,ㅅ,06ce9,泩
생,ㅅ,06e66,湦
생,ㅅ,07272,牲
생,ㅅ,0751f,生
생,ㅅ,07525,甥
"생,성",,07701,省
생,ㅅ,0771a,眚
생,ㅅ,07b19,笙
생,ㅅ,0924e,鉎
서,ㅅ,03818,㠘
서,ㅅ,038fd,㣽
서,ㅅ,03960,㥠
서,ㅅ,03dc2,㷂
서,ㅅ,05066,偦
서,ㅅ,053d9,叙
서,ㅅ,0566c,噬
서,ㅅ,05885,墅
서,ㅅ,058fb,壻
서,ㅅ,05a7f,婿
서,ㅅ,05aec,嫬
서,ㅅ,05dbc,嶼
서,ㅅ,05e8f,序
서,ㅅ,05eb6,庶
서,ㅅ,05f86,徆
서,ㅅ,05f90,徐
서,ㅅ,06055,恕
"서,여",,06086,悆
서,ㅅ,06292,抒
서,ㅅ,0637f,捿
서,ㅅ,063df,揟
서,ㅅ,06495,撕
서,ㅅ,0654d,敍
서,ㅅ,06558,敘
서,ㅅ,06691,暑
서,ㅅ,066d9,曙
서,ㅅ,066f8,書
서,ㅅ,06816,栖
서,ㅅ,068f2,棲
서,ㅅ,06948,楈
서,ㅅ,06c7f,汿
서,ㅅ,06c80,沀
서,ㅅ,06e51,湑
서,ㅅ,06f35,漵
서,ㅅ,06fa8,澨
서,ㅅ,07280,犀
서,ㅅ,0745e,瑞
서,ㅅ,07a30,稰
서,ㅅ,07b6e,筮
서,ㅅ,07d13,紓
서,ㅅ,07d6e,絮
서,ㅅ,07dd6,緖
서,ㅅ,07e03,縃
서,ㅅ,07f72,署
서,ㅅ,08021,耡
서,ㅅ,080e5,胥
서,ㅅ,08212,舒
서,ㅅ,082a7,芧
서,ㅅ,085af,薯
서,ㅅ,085c7,藇
서,ㅅ,0897f,西
서,ㅅ,08a93,誓
서,ㅅ,08add,諝
"서,예",,08c6b,豫
서,ㅅ,0901d,逝
서,ㅅ,0907e,遾
서,ㅅ,0924f,鉏
서,ㅅ,092e4,鋤
서,ㅅ,09ecd,黍
서,ㅅ,09f20,鼠
서,ㅅ,27a51,𧩑
서,ㅅ,a0183,򠆃
서,ㅅ,a021d,򠈝
서,ㅅ,a02c5,򠋅
석,ㅅ,04137,䄷
석,ㅅ,05915,夕
석,ㅅ,0596d,奭
석,ㅅ,05e2d,席
석,ㅅ,060dc,惜
석,ㅅ,06614,昔
석,ㅅ,06670,晰
석,ㅅ,06673,晳
석,ㅅ,06790,析
석,ㅅ,06aa1,檡
석,ㅅ,06c50,汐
석,ㅅ,06dc5,淅
석,ㅅ,06f5f,潟
석,ㅅ,07699,皙
석,ㅅ,07757,睗
석,ㅅ,077f3,石
석,ㅅ,077fd,矽
석,ㅅ,078a9,碩
석,ㅅ,078f6,磶
석,ㅅ,0794f,祏
석,ㅅ,07dc6,緆
석,ㅅ,0814a,腊
"석,작",,08203,舃
석,ㅅ,084c6,蓆
석,ㅅ,08725,蜥
석,ㅅ,088fc,裼
"석,자",,0892f,褯
석,ㅅ,091cb,釋
석,ㅅ,09250,鉐
석,ㅅ,0932b,錫
석,ㅅ,09f2b,鼫
석,ㅅ,a0184,򠆄
선,ㅅ,03d5b,㵛
"선,연",,03d6a,㵪
"선,수",,03efd,㻽
선,ㅅ,04062,䁢
"긍,선",,04e98,亘
선,ㅅ,04ed9,仙
선,ㅅ,050ca,僊
"선,준",,050ce,僎
선,ㅅ,05148,先
선,ㅅ,05584,善
선,ㅅ,058a0,墠
선,ㅅ,058a1,墡
선,ㅅ,05ad9,嫙
선,ㅅ,05af8,嫸
선,ㅅ,05b0b,嬋
선,ㅅ,05b17,嬗
선,ㅅ,05ba3,宣
선,ㅅ,05c1f,尟
선,ㅅ,05c73,屳
"선,훤",,06103,愃
선,ㅅ,06247,扇
선,ㅅ,0657e,敾
선,ㅅ,065cb,旋
선,ㅅ,066b6,暶
선,ㅅ,06b5a,歚
"선,세",,06d12,洒
"선,세",,06d17,洗
선,ㅅ,06e32,渲
선,ㅅ,06f29,漩
선,ㅅ,070cd,烍
선,ㅅ,0717d,煽
선,ㅅ,073d7,珗
선,ㅅ,07401,琁
선,ㅅ,07444,瑄
선,ㅅ,07487,璇
선,ㅅ,074bf,璿
선,ㅅ,0766c,癬
선,ㅅ,079aa,禪
선,ㅅ,079c8,秈
선,ㅅ,07b45,筅
선,ㅅ,07dab,綫
선,ㅅ,07dda,線
선,ㅅ,07e07,縇
선,ㅅ,07e55,繕
"선,이",,07fa1,羡
선,ㅅ,07fa8,羨
선,ㅅ,0817a,腺
선,ㅅ,081b3,膳
선,ㅅ,08239,船
선,ㅅ,0861a,蘚
선,ㅅ,087ec,蟬
선,ㅅ,08a75,詵
선,ㅅ,08b54,譔
선,ㅅ,08b71,譱
선,ㅅ,08de3,跣
선,ㅅ,09078,選
선,ㅅ,0912f,鄯
선,ㅅ,09291,銑
선,ㅅ,09379,鍹
선,ㅅ,093c7,鏇
선,ㅅ,09425,鐥
선,ㅅ,0994d,饍
선,ㅅ,09a38,騸
선,ㅅ,09bae,鮮
선,ㅅ,09c53,鱓
선,ㅅ,09c7b,鱻
선,ㅅ,a0185,򠆅
선,ㅅ,f08ae,󰢮
설,ㅅ,03a39,㨹
설,ㅅ,05070,偰
설,ㅅ,05368,卨
"계,글,설",,05951,契
설,ㅅ,05a9f,媟
설,ㅅ,05c51,屑
설,ㅅ,062b4,抴
"계,설",,06308,挈
설,ㅅ,063f2,揲
설,ㅅ,066ac,暬
"설,예",,067bb,枻
설,ㅅ,06954,楔
설,ㅅ,06cc4,泄
설,ㅅ,06d29,洩
설,ㅅ,06e2b,渫
설,ㅅ,07207,爇
설,ㅅ,0789f,碟
설,ㅅ,079bc,禼
설,ㅅ,07a27,稧
설,ㅅ,07d32,紲
설,ㅅ,0820c,舌
설,ㅅ,0850e,蔎
설,ㅅ,0859b,薛
설,ㅅ,0893b,褻
설,ㅅ,08a2d,設
"설,세,열",,08aaa,說
설,ㅅ,096ea,雪
설,ㅅ,09f67,齧
설,ㅅ,a0186,򠆆
설,ㅅ,a021e,򠈞
섬,ㅅ,05261,剡
섬,ㅅ,05b45,孅
섬,ㅅ,061b8,憸
섬,ㅅ,0647b,摻
섬,ㅅ,066b9,暹
섬,ㅅ,06bb2,殲
"섬,첨",,07154,煔
섬,ㅅ,07752,睒
섬,ㅅ,07e96,纖
섬,ㅅ,087fe,蟾
섬,ㅅ,08b6b,譫
섬,ㅅ,08d0d,贍
섬,ㅅ,0929b,銛
섬,ㅅ,09583,閃
섬,ㅅ,0965d,陝
섬,ㅅ,097f1,韱
섬,ㅅ,a02e0,򠋠
섭,ㅅ,034a4,㒤
섭,ㅅ,03c14,㰔
섭,ㅅ,03e0e,㸎
섭,ㅅ,056c1,囁
섭,ㅅ,061fe,懾
섭,ㅅ,0651d,攝
섭,ㅅ,06b07,欇
섭,ㅅ,06d89,涉
섭,ㅅ,07044,灄
섭,ㅅ,071ee,燮
섭,ㅅ,08076,聶
"섭,엽",,08449,葉
섭,ㅅ,08e9e,躞
섭,ㅅ,08ea1,躡
섭,ㅅ,09371,鍱
섭,ㅅ,09477,鑷
섭,ㅅ,09873,顳
